session_id,ts,maf_gps,maf_30s
5,2017-11-02T13:51:58.906Z,15.6000003815,12.36
5,2017-11-02T13:52:00.406Z,15.6000003815,12.63
5,2017-11-02T13:52:00.906Z,11.8000001907,12.57
5,2017-11-02T13:52:01.406Z,11.8000001907,12.51
5,2017-11-02T13:52:03.006Z,4.63999986649,11.99
5,2017-11-02T13:52:03.506Z,4.63999986649,11.53
5,2017-11-02T13:52:04.506Z,4.63999986649,11.12
5,2017-11-02T13:52:05.106Z,4.48000001907,10.75
5,2017-11-02T13:52:05.506Z,4.48000001907,10.42
5,2017-11-02T13:52:06.106Z,4.48000001907,10.13
5,2017-11-02T13:52:06.606Z,4.48000001907,9.86
5,2017-11-02T13:52:07.206Z,4.59999990463,9.62
5,2017-11-02T13:52:07.606Z,4.59999990463,9.4
5,2017-11-02T13:52:08.206Z,4.59999990463,9.2
5,2017-11-02T13:52:08.706Z,4.59999990463,9.02
5,2017-11-02T13:52:09.206Z,4.59999990463,8.85
5,2017-11-02T13:52:09.306Z,4.51999998093,8.69
5,2017-11-02T13:52:09.706Z,4.51999998093,8.54
5,2017-11-02T13:52:11.306Z,9.53999996185,8.57
5,2017-11-02T13:52:11.806Z,9.53999996185,8.6
5,2017-11-02T13:52:12.806Z,9.53999996185,8.63
5,2017-11-02T13:52:13.406Z,15.7899999619,8.93
5,2017-11-02T13:52:13.906Z,15.7899999619,9.22
5,2017-11-02T13:52:14.906Z,15.7899999619,9.39
5,2017-11-02T13:52:16.206Z,12.8999996185,9.46
5,2017-11-02T13:52:16.406Z,12.8999996185,9.53
5,2017-11-02T13:52:17.206Z,12.8999996185,9.6
5,2017-11-02T13:52:18.206Z,15.6899995804,9.59
5,2017-11-02T13:52:18.306Z,15.6899995804,9.58
5,2017-11-02T13:52:18.406Z,15.6899995804,9.57
5,2017-11-02T13:52:19.306Z,15.6899995804,9.55
5,2017-11-02T13:52:20.206Z,14.6400003433,9.52
5,2017-11-02T13:52:21.406Z,14.6400003433,9.49
5,2017-11-02T13:52:22.206Z,7.78999996185,9.36
5,2017-11-02T13:52:22.406Z,7.78999996185,9.23
5,2017-11-02T13:52:23.506Z,7.78999996185,9.33
5,2017-11-02T13:52:24.306Z,7.78999996185,9.44
5,2017-11-02T13:52:24.506Z,7.78999996185,9.54
5,2017-11-02T13:52:25.606Z,7.78999996185,9.64
5,2017-11-02T13:52:26.606Z,6.90999984741,9.72
5,2017-11-02T13:52:26.706Z,6.90999984741,9.8
5,2017-11-02T13:52:27.706Z,6.90999984741,9.88
5,2017-11-02T13:52:28.706Z,6.69999980927,9.95
5,2017-11-02T13:52:28.806Z,6.69999980927,10.01
5,2017-11-02T13:52:30.906Z,10.3500003815,10.2
5,2017-11-02T13:52:31.006Z,10.3500003815,10.39
5,2017-11-02T13:52:32.006Z,10.3500003815,10.57
5,2017-11-02T13:52:33.006Z,17.4099998474,10.99
5,2017-11-02T13:52:34.106Z,17.4099998474,11.4
5,2017-11-02T13:52:35.106Z,18.9699993134,11.71
5,2017-11-02T13:52:36.206Z,18.9699993134,12.01
5,2017-11-02T13:52:37.206Z,18.3299999237,12.29
5,2017-11-02T13:52:38.306Z,18.3299999237,12.38
5,2017-11-02T13:52:39.206Z,18.3299999237,12.46
5,2017-11-02T13:52:39.306Z,11.6599998474,12.32
5,2017-11-02T13:52:40.306Z,11.6599998474,12.28
5,2017-11-02T13:52:41.306Z,8.36999988556,12.14
5,2017-11-02T13:52:41.406Z,8.36999988556,11.99
5,2017-11-02T13:52:42.406Z,8.36999988556,11.76
5,2017-11-02T13:52:43.406Z,6.15000009537,11.45
5,2017-11-02T13:52:43.506Z,6.15000009537,11.14
5,2017-11-02T13:52:44.506Z,6.15000009537,10.83
5,2017-11-02T13:52:45.506Z,3.54999995232,10.48
5,2017-11-02T13:52:47.606Z,3.70000004768,10.12
5,2017-11-02T13:52:48.706Z,3.70000004768,9.99
5,2017-11-02T13:52:49.606Z,3.70000004768,9.86
5,2017-11-02T13:52:49.706Z,3.6099998951,9.72
5,2017-11-02T13:52:50.806Z,3.6099998951,9.59
5,2017-11-02T13:52:51.706Z,3.49000000954,9.45
5,2017-11-02T13:52:52.806Z,3.49000000954,9.31
5,2017-11-02T13:52:53.806Z,2.93000006676,9.18
5,2017-11-02T13:52:54.806Z,2.93000006676,9.05
5,2017-11-02T13:52:54.906Z,2.93000006676,8.93
5,2017-11-02T13:52:55.906Z,2.96000003815,8.81
5,2017-11-02T13:52:56.006Z,2.96000003815,8.69
5,2017-11-02T13:52:58.006Z,2.99000000954,8.45
5,2017-11-02T13:53:00.106Z,2.93000006676,8.21
5,2017-11-02T13:53:01.206Z,2.93000006676,7.97
5,2017-11-02T13:53:02.206Z,2.96000003815,7.5
5,2017-11-02T13:53:03.206Z,2.96000003815,7.04
5,2017-11-02T13:53:03.306Z,2.96000003815,6.52
5,2017-11-02T13:53:04.206Z,2.96000003815,6.0
5,2017-11-02T13:53:04.306Z,3.24000000954,5.52
5,2017-11-02T13:53:05.306Z,3.24000000954,5.03
5,2017-11-02T13:53:05.406Z,3.24000000954,4.54
5,2017-11-02T13:53:06.406Z,3.29999995232,4.27
5,2017-11-02T13:53:08.606Z,4.09000015259,4.03
5,2017-11-02T13:53:10.706Z,3.6099998951,3.88
5,2017-11-02T13:53:11.806Z,3.6099998951,3.72
5,2017-11-02T13:53:12.806Z,3.54999995232,3.57
5,2017-11-02T13:53:13.806Z,3.54999995232,3.48
5,2017-11-02T13:53:13.906Z,3.54999995232,3.4
5,2017-11-02T13:53:14.806Z,3.54999995232,3.32
5,2017-11-02T13:53:14.906Z,3.6400001049,3.32
5,2017-11-02T13:53:15.906Z,3.6400001049,3.32
5,2017-11-02T13:53:16.906Z,3.6099998951,3.31
5,2017-11-02T13:53:17.006Z,3.6099998951,3.31
5,2017-11-02T13:53:18.006Z,3.6099998951,3.31
5,2017-11-02T13:53:18.806Z,3.6099998951,3.31
5,2017-11-02T13:53:18.906Z,3.51999998093,3.31
5,2017-11-02T13:53:19.106Z,3.51999998093,3.31
5,2017-11-02T13:53:20.106Z,3.51999998093,3.33
5,2017-11-02T13:53:20.906Z,3.49000000954,3.35
5,2017-11-02T13:53:21.206Z,3.49000000954,3.37
5,2017-11-02T13:53:21.806Z,3.49000000954,3.38
5,2017-11-02T13:53:21.906Z,3.42000007629,3.4
5,2017-11-02T13:53:22.006Z,3.42000007629,3.41
5,2017-11-02T13:53:22.506Z,3.42000007629,3.43
5,2017-11-02T13:53:23.806Z,3.42000007629,3.45
5,2017-11-02T13:53:24.706Z,3.42000007629,3.46
5,2017-11-02T13:53:24.806Z,16.6499996185,3.9
5,2017-11-02T13:53:25.406Z,16.6499996185,4.34
5,2017-11-02T13:53:26.006Z,16.6499996185,4.78
5,2017-11-02T13:53:26.706Z,4.94000005722,4.84
5,2017-11-02T13:53:27.506Z,4.94000005722,4.89
5,2017-11-02T13:53:28.506Z,4.94000005722,4.95
5,2017-11-02T13:53:28.706Z,24.3199996948,5.63
5,2017-11-02T13:53:29.606Z,24.3199996948,6.28
5,2017-11-02T13:53:29.906Z,24.3199996948,6.95
5,2017-11-02T13:53:30.606Z,24.3199996948,7.62
5,2017-11-02T13:53:30.706Z,21.3299999237,8.19
5,2017-11-02T13:53:31.006Z,21.3299999237,8.76
5,2017-11-02T13:53:31.706Z,21.3299999237,9.34
5,2017-11-02T13:53:32.706Z,25.9899997711,10.06
5,2017-11-02T13:53:33.706Z,25.9899997711,10.78
5,2017-11-02T13:53:34.806Z,5.82000017166,10.85
5,2017-11-02T13:53:34.906Z,5.82000017166,10.92
5,2017-11-02T13:53:36.006Z,5.82000017166,10.99
5,2017-11-02T13:53:36.806Z,5.82000017166,11.07
5,2017-11-02T13:53:36.906Z,22.0100002289,11.66
5,2017-11-02T13:53:37.906Z,22.0100002289,12.26
5,2017-11-02T13:53:38.906Z,20.5300006866,12.8
5,2017-11-02T13:53:40.006Z,20.5300006866,13.35
5,2017-11-02T13:53:41.106Z,24.4500007629,14.03
5,2017-11-02T13:53:43.206Z,24.4500007629,14.71
5,2017-11-02T13:53:43.306Z,4.21000003815,14.73
5,2017-11-02T13:53:44.306Z,4.21000003815,14.75
5,2017-11-02T13:53:45.406Z,11.8800001144,15.03
5,2017-11-02T13:53:46.506Z,11.8800001144,15.3
5,2017-11-02T13:53:47.606Z,3.6400001049,15.31
5,2017-11-02T13:53:48.606Z,3.6400001049,15.31
5,2017-11-02T13:53:49.606Z,3.6400001049,14.89
5,2017-11-02T13:53:49.706Z,3.32999992371,14.46
5,2017-11-02T13:53:50.706Z,3.32999992371,14.04
5,2017-11-02T13:53:51.706Z,3.3900001049,13.99
5,2017-11-02T13:53:52.806Z,3.3900001049,13.94
5,2017-11-02T13:53:53.806Z,3.42000007629,13.89
5,2017-11-02T13:53:55.906Z,2.96000003815,13.2
5,2017-11-02T13:53:56.906Z,2.96000003815,12.51
5,2017-11-02T13:53:58.006Z,2.93000006676,11.82
5,2017-11-02T13:53:59.006Z,2.93000006676,11.13
5,2017-11-02T13:54:00.106Z,7.11000013351,10.67
5,2017-11-02T13:54:01.106Z,7.11000013351,10.21
5,2017-11-02T13:54:02.106Z,9.72999954224,9.84
5,2017-11-02T13:54:03.206Z,9.72999954224,9.31
5,2017-11-02T13:54:04.206Z,21.5599994659,9.17
5,2017-11-02T13:54:05.206Z,21.5599994659,9.68
5,2017-11-02T13:54:06.306Z,20.9899997711,10.17
5,2017-11-02T13:54:07.306Z,20.9899997711,10.66
5,2017-11-02T13:54:08.406Z,21.8999996185,11.17
5,2017-11-02T13:54:09.406Z,21.8999996185,11.17
5,2017-11-02T13:54:10.506Z,26.5100002289,11.32
5,2017-11-02T13:54:11.506Z,26.5100002289,11.51
5,2017-11-02T13:54:12.506Z,33.0400009155,11.91
5,2017-11-02T13:54:13.606Z,33.0400009155,12.19
5,2017-11-02T13:54:14.606Z,23.5400009155,12.16
5,2017-11-02T13:54:15.706Z,23.5400009155,12.78
5,2017-11-02T13:54:16.706Z,23.9300003052,13.42
5,2017-11-02T13:54:17.606Z,23.9300003052,13.81
5,2017-11-02T13:54:18.306Z,23.9300003052,14.2
5,2017-11-02T13:54:19.206Z,23.9300003052,14.85
5,2017-11-02T13:54:19.306Z,4.63999986649,14.88
5,2017-11-02T13:54:20.406Z,4.63999986649,14.92
5,2017-11-02T13:54:21.406Z,9.17000007629,15.1
5,2017-11-02T13:54:21.506Z,9.17000007629,15.29
5,2017-11-02T13:54:21.706Z,9.17000007629,15.48
5,2017-11-02T13:54:22.706Z,9.17000007629,15.67
5,2017-11-02T13:54:23.606Z,5.11000013351,15.72
5,2017-11-02T13:54:23.706Z,5.11000013351,15.79
5,2017-11-02T13:54:24.706Z,5.11000013351,15.86
5,2017-11-02T13:54:25.706Z,5.69000005722,15.95
5,2017-11-02T13:54:26.806Z,5.69000005722,16.04
5,2017-11-02T13:54:27.806Z,6.80000019073,16.03
5,2017-11-02T13:54:28.906Z,6.80000019073,16.02
5,2017-11-02T13:54:29.906Z,6.65000009537,15.92
5,2017-11-02T13:54:31.006Z,6.65000009537,15.82
5,2017-11-02T13:54:32.006Z,3.6400001049,15.24
5,2017-11-02T13:54:33.006Z,3.6400001049,14.66
5,2017-11-02T13:54:33.106Z,3.6400001049,14.1
5,2017-11-02T13:54:34.006Z,3.6400001049,13.54
5,2017-11-02T13:54:34.106Z,3.57999992371,12.95
5,2017-11-02T13:54:36.106Z,3.6099998951,12.36
5,2017-11-02T13:54:36.206Z,3.6099998951,11.62
5,2017-11-02T13:54:37.206Z,3.6099998951,10.88
5,2017-11-02T13:54:38.206Z,3.51999998093,9.93
5,2017-11-02T13:54:38.306Z,3.51999998093,8.98
5,2017-11-02T13:54:40.306Z,3.54999995232,8.34
5,2017-11-02T13:54:40.406Z,3.54999995232,7.69
5,2017-11-02T13:54:41.406Z,3.54999995232,7.03
5,2017-11-02T13:54:42.406Z,3.67000007629,6.38
5,2017-11-02T13:54:43.406Z,3.67000007629,5.73
5,2017-11-02T13:54:43.506Z,3.67000007629,5.07
5,2017-11-02T13:54:44.406Z,3.67000007629,5.04
5,2017-11-02T13:54:44.506Z,3.75999999046,5.01
5,2017-11-02T13:54:45.506Z,3.75999999046,4.84
5,2017-11-02T13:54:46.506Z,3.75999999046,4.66
5,2017-11-02T13:54:46.606Z,3.75999999046,4.49
5,2017-11-02T13:54:47.606Z,3.75999999046,4.31
5,2017-11-02T13:54:48.606Z,3.6099998951,4.27
5,2017-11-02T13:54:48.706Z,3.6099998951,4.22
5,2017-11-02T13:54:50.706Z,2.57999992371,4.14
5,2017-11-02T13:54:51.806Z,2.57999992371,4.04
5,2017-11-02T13:54:52.806Z,2.54999995232,3.93
5,2017-11-02T13:54:53.806Z,2.54999995232,3.8
5,2017-11-02T13:54:53.906Z,2.54999995232,3.66
5,2017-11-02T13:54:54.806Z,2.54999995232,3.53
5,2017-11-02T13:54:54.906Z,5.23999977112,3.48
5,2017-11-02T13:54:55.906Z,5.23999977112,3.53
5,2017-11-02T13:54:56.906Z,23.5400009155,4.18
5,2017-11-02T13:54:57.006Z,23.5400009155,4.82
5,2017-11-02T13:54:58.006Z,23.5400009155,5.46
5,2017-11-02T13:54:58.106Z,23.5400009155,6.1
5,2017-11-02T13:54:59.106Z,29.4200000763,6.94
5,2017-11-02T13:54:59.206Z,29.4200000763,7.77
5,2017-11-02T13:55:00.306Z,29.4200000763,8.6
5,2017-11-02T13:55:01.206Z,29.4200000763,9.44
5,2017-11-02T13:55:01.306Z,21.2199993134,10.01
5,2017-11-02T13:55:02.406Z,21.2199993134,10.58
5,2017-11-02T13:55:03.406Z,23.7999992371,11.23
5,2017-11-02T13:55:03.506Z,23.7999992371,11.88
